symbol,company_name
MARKSANS,Marksans Pharma Limited
MARSONS,Marsons Limited
MARBU,Martin Burn Ltd
MGIL,MARUTI GLOBAL INDUSTRIES LIMITED
MAINFRA,Maruti Infrastructure Ltd.
SPITZE,Maruti Interior Products Limited
MARUTI,Maruti Suzuki India Limited
MASFIN,MAS Financial Services Limited
MASKINVEST,Mask Investments Limited
MASTEK,Mastek Limited
MASTERTR,Master Trust Limited
MATRIMONY,Matrimony.Com Limited
MUL,MAURIA UDYOG LIMITED
MAWANASUG,Mawana Sugars Limited
MAXESTATES,Max Estates Limited
MFSL,Max Financial Services Limited
MAXHEALTH,Max Healthcare Institute Limited
MAXHEIGHTS,Max heights Infrastucture Ltd
MAXIND,Max India Limited
MAXIMUS,Maximus International Limited
MCFL,Mayank Cattle Food Limited
MAYURFL,Mayur Floorings Ltd.
MAYUR,Mayur Leather Products Ltd.
MAYURUNIQ,Mayur Uniquoters Ltd
MAZDOCK,Mazagon Dock Shipbuilders Limited
MAZDA,Mazda Limited
MBLINFRA,MBL Infrastructure Limited
MCLEODRUSS,Mcleod Russel India Limited
MEDIASSIST,Medi Assist Healthcare Services Limited
MEDICAPQ,Medi-Caps Ltd.
MMWL,Media Matrix Worldwide Limited
MEDIAONE,Mediaone Global Entertainment Limited
MEDICAMEQ,Medicamen Biotech Limited
MIL,Medico Intercontinental Limited
MEDICO,Medico Remedies Limited
MEDPLUS,Medplus Health Services Limited
MEENST,Meenakshi Steel Industries Ltd.
MEERA,Meera Industries Limited
MEESHO,Meesho Limited
MEFCOMCAP,Mefcom Capital Markets Ltd.
MEGACOR,Mega Corporation Ltd
MNIL,Mega Nirman & Industries Limited
MEGAMONT,MEGAMONT LIMITED
MEGASTAR,Megastar Foods Limited
MOL,Meghmani Organics Limited
MIIL,Meghna Infracon Infrastructure Limited
MEGRISOFT,Megri Soft Limited
MEHAI,Mehai Technology  Limited
MEHIF,Mehta Integrated Finance Ltd.
MEHSECU,Mehta Securities Ltd.
MEHUL,MEHUL COLOURS LIMITED
MTL,MEHUL TELECOM LIMITED
MENAMANI,MENA MANI INDUSTRIES LIMITED
MENONBE,Menon Bearings Limited
MENNPIS,Menon Pistons Limited
MEP,MEP Infrastructure Developers Limited
MERCANTILE,Mercantile Ventures Limited
MERCURYEV,Mercury Ev-Tech Limited
MERCURYLAB,Mercury Laboratories Limited
MERCTRD,Mercury Trade Links Ltd.
MRTX,Merritronix Limited
METAINFO,META INFOTECH LIMITED
METALCO,Metal Coatings (India) Ltd.
METHODHUB,Methodhub Software Limited
METROBRAND,Metro Brands Limited
METROGLOBL,Metroglobal Limited
METROPOLIS,Metropolis Healthcare Limited
MHEL,Mewar Hi-Tech Engineering Limited
MAL,Meyer Apparel Limited
MFLINDIA,MFL India Ltd
MFSINTRCRP,MFS Intercorp Limited
MICEL,MIC Electronics Limited
MICROSE,Microse India Limited
MIDEASTP,Mid East Portfolio Management Ltd.
MIDINDIA,Mid India Industries Limited
MIDPOLY,Midland Polymers Ltd.
MIDWEST,Midwest Gold Ltd
MIDWESTLTD,Midwest Limited
MIHIKA,Mihika Industries Ltd.
MILEFUR,Milestone Furniture Limited
MILESTONE,Milestone Global Limited
ZMILGFIN,MILGREY FINANCE & INVESTMENT LTD
MLKFOOD,Milkfood Ltd.
MILLENNIUM,Millennium Online Solutions (India) Ltd
MINALIND,Minal Industries Limited
MINAXI,Minaxi Textiles Ltd.
MINDACORP,Minda Corporation Limited
MINDTECK,Mindteck (India) Limited
MINID,Mini Diamonds (India) Ltd.
NIFTYETF,Mirae Asset Mutual Fund
NEXT50,Mirae Asset Mutual Fund
ESG,Mirae Asset Mutual Fund
MAFANG,Mirae Asset Mutual Fund
BFSI,Mirae Asset Mutual Fund
MASPTOP50,Mirae Asset Mutual Fund
MAHKTECH,Mirae Asset Mutual Fund
MAKEINDIA,Mirae Asset Mutual Fund
MIDCAPETF,Mirae Asset Mutual Fund
LOWVOL,Mirae Asset Mutual Fund
BANKETF,Mirae Asset Mutual Fund
SENSEXETF,Mirae Asset Mutual Fund
ITETF,Mirae Asset Mutual Fund
ALPHAETF,Mirae Asset Mutual Fund
SMALLCAP,Mirae Asset Mutual Fund
MIDSMALL,Mirae Asset Mutual Fund
EVINDIA,Mirae Asset Mutual Fund
MULTICAP,Mirae Asset Mutual Fund
BANKPSU,Mirae Asset Mutual Fund
METAL,Mirae Asset Mutual Fund
CONSUMER,Mirae Asset Mutual Fund
SELECTIPO,Mirae Asset Mutual Fund
EQUAL200,Mirae Asset Mutual Fund
EQUAL50,Mirae Asset Mutual Fund
INTERNET,Mirae Asset Mutual Fund
ENERGY,Mirae Asset Mutual Fund
SMALL250,Mirae Asset Mutual Fund
TOP20,Mirae Asset Mutual Fund
DIVIDEND,Mirae Asset Mutual Fund
HEALTHCARE,Mirae Asset Mutual Fund
INFRA,Mirae Asset Mutual Fund
DEFENCE,Mirae Asset Mutual Fund
VALUE,Mirae Asset Mutual Fund
PHLSRG,Mirae Asset Mutual Fund
PHLSRDI,Mirae Asset Mutual Fund
PHLSRDP,Mirae Asset Mutual Fund
PHLSDG,Mirae Asset Mutual Fund
PHLSDDI,Mirae Asset Mutual Fund
PHLSDDP,Mirae Asset Mutual Fund
MIRZAINT,Mirza International Limited
MISHDESIGN,Mish Designs Limited
MISHKA,Mishka Exim Limited
MIDHANI,Mishra Dhatu Nigam Limited
MISHTANN,Mishtann Foods Limited
MISQUITA,Misquita Engineering Limited
MITCON,MITCON Consultancy & Engineering Services Limited
MITSHI,Mitshi India Limited
MITSU,Mitsu Chem Plast Limited
MITTAL,Mittal Life Style Limited
MITTALSTL,Mittal Sections Limited
MIVENMACH,Miven Machine Tools Ltd.
MIZVEN,MIZZEN VENTURES LIMITED
MKPMOB,MKP Mobility Limited
MKVENTURES,MKVENTURES CAPITAL LIMITED
MMFL,MM Forgings Limited
MMP,MMP Industries Limited
MMTC,MMTC Limited
MOBAVENUE,Mobavenue AI Tech Limited
MODWOOL,Modella Woollens Ltd.
MODAIRY,Modern Dairies Ltd.
MDRC,MODERN DIAGNOSTIC & RESEARCH CENTRE LIMITED
MEAPL,MODERN ENGINEERING AND PROJECTS LIMITED
MODINSU,Modern Insulators Ltd.
MODMA,Modern Malleables Limited
MODRNSH,Modern Shares and Stockbrokers Ltd.
MDRNSTL,Modern Steels Limited
MODTHREAD,Modern Threads (India) Limited
MODINATUR,Modi Naturals Limited
MODIRUBBER,Modi Rubber Limited
MODIPON,Modipon Ltd.
MODIS,Modis Navnirman Limited
MODISONLTD,MODISON LIMITED
MODULEX,MODULEX CONSTRUCTION TECHNOLOGIES LIMITED
MOHITIND,Mohit Industries Limited
MOHITPPR,Mohit Paper Mills Ltd.
MOHITE,Mohite Industries Limited
MOIL,MOIL Limited
MOKSH,Moksh Ornaments Limited
MOLDTKPAC,Mold-Tek Packaging Limited
MOLDTECH,Mold-Tek Technologies Limited
MONARCH,Monarch Networth Capital Limited
MSECL,Monarch Surveyors and Engineering Consultants Limited
MMLF,Money Masters Leasing & Finance Limited
MONEYBOXX,Moneyboxx Finance Limited
MONIKA,MONIKA ALCOBEV LIMITED
MONIND,MONIND LIMITED
MONOT,Monotype India Ltd.
MONTECARLO,Monte Carlo Fashions Limited
MONGIPA,Moongipa Capital Finance Ltd.
MORARJEE,Morarjee Textiles Limited
MORARKFI,Morarka Finance Ltd.
MOREPENLAB,Morepen Laboratories Limited
MORGAN,Morgan Ventures Ltd.
MOSCHIP,Moschip Technologies Limited
MNFL,Mother Nutri Foods Limited
MSUMI,Motherson Sumi Wiring India Limited
MOTILALOFS,Motilal Oswal Financial Services Limited
MOM100,Motilal Oswal Mutual Fund
MONQ50,Motilal Oswal Mutual Fund
MOMOMENTUM,Motilal Oswal Mutual Fund
MOLOWVOL,Motilal Oswal Mutual Fund
MOHEALTH,Motilal Oswal Mutual Fund
MOVALUE,Motilal Oswal Mutual Fund
MOQUALITY,Motilal Oswal Mutual Fund
MOM50,Motilal Oswal Mutual Fund-Permitted
MOSMALL250,Motilal Oswal Mutual Fund-Permitted
MOCAPITAL,Motilal Oswal Mutual Fund-Permitted
MOREALTY,Motilal Oswal Mutual Fund-Permitted
MOMENTUM50,Motilal Oswal Mutual Fund-Permitted
MODEFENCE,Motilal Oswal Mutual Fund-Permitted
MONIFTY500,Motilal Oswal Mutual Fund-Permitted
MOTISONS,Motisons Jewellers Limited
MOUNT,MOUNT HOUSING AND INFRASTRUCTURE LIMITED
MPDL,MPDL LIMITED
MPFSL,MPF Systems Limited
MPHASIS,MphasiS Limited
MPILCORPL,MPIL CORPORATION LIMITED
MPL,MPL Plastics Limited
MPSLTD,MPS Limited
MRCAGRO,MRC AGROTECH LIMITED
MRF,MRF Limited
MRP,MRP Agro Limited
BECTORFOOD,Mrs. Bectors Food Specialities Limited
MRUTR,Mrugesh Trading Ltd.
MSAFE,Msafe Equipments Limited
MSPL,MSP Steel & Power Limited
MSTCLTD,Mstc Limited
MTEDUCARE,MT Educare Limited
MTARTECH,Mtar Technologies Limited
MUDRA,Mudra Financial Services Ltd.
MUFIN,Mufin Green Finance Limited
MUKANDLTD,Mukand Limited
MUKATPIP,Mukat Pipes Limited
MUKESHB,Mukesh Babu Financial Services Ltd.
MUKKA,Mukka Proteins Limited
MUKTA,Mukta Agriculture Limited
MUKTAARTS,Mukta Arts Limited
MULLER,Muller & Phipps (India) Ltd.
MCX,Multi Commodity Exchange of India Limited
MULTIBASE,Multibase India Ltd
MULTIIN,Multiplus Holdings Ltd.
ZMULTIPU,Multipurpose Trading & Agencies Ltd
MUNJALAU,Munjal Auto Industries Limited
MUNJALSHOW,Munjal Showa Limited
MUNCAPM,Munoth Capital Market Ltd
MCLTD,MUNOTH COMMUNICATION LIMITED
MUNOTHFI,Munoth Financial Services Ltd.
MURUDCERA,Murudeshwar Ceramics Limited
RADIOCITY,Music Broadcast Limited
MUTHOOTCAP,Muthoot Capital Services Limited
MUTHOOTFIN,Muthoot Finance Limited
MUTHOOTMF,Muthoot Microfin Limited
MYMONEY,My Money Securities Ltd.
MYSORPETRO,Mysore Petro Chemicals Ltd.
MYSTICELE,Mystic Electronics Limited
NRAIL,N R Agarwal Industries Limited
NBIFIN,N. B. I. Industrial Finance Company Limited
NBFOOT,N.B. Footwear Ltd.
NGIND,N.G.Industries Ltd.
NBL,Naapbooks Limited
NACDAC,NACDAC Infrastructure Limited
NACLIND,NACL Industries Limited
NDGL,Naga Dhunseri Group Limited
NAGPI,Nagpur Power & Industries Ltd
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited
NAGREEKEXP,Nagreeka Exports Limited
NAHARCAP,Nahar Capital and Financial Services Limited
NAHARINDUS,Nahar Industrial Enterprises Limited
NAHARPOLY,Nahar Poly Films Limited
NAHARSPING,Nahar Spinning Mills Limited
NGIL,Nakoda Group of Industries Limited
NAKSH,Naksh Precious Metals Limited
NLFL,Nalin Lease Finance Ltd.
NSIL,Nalwa Sons Investments Limited
NAM,Nam Securities Ltd.
NVENTURES,Nanavati Ventures Limited
NDL,Nandan Denim Limited
JAIPURKURT,Nandani Creation Limited
NANTA,NANTA TECH LIMITED
NAPEROL,Naperol Investments Limited
NAPSGLOBAL,NAPS Global India Limited
NH,Narayana Hrudayalaya Ltd.
NARPROP,Narendra Properties Ltd.
NARMADA,Narmada Agrobase Limited
SHAWGELTIN,Narmada Gelatines Ltd.
NARMP,Narmada Macplast Drip Irrigation Sy
NARMADESH,Narmadesh Brass Industries Limited
NATCOPHARM,Natco Pharma Limited
NATHBIOGEN,Nath Bio-Genes (India) Limited
NATHIND,NATH INDUSTRIES LIMITED
NATIONALUM,National Aluminium Company Limited
NFL,National Fertilizers Limited
NATFIT,National Fittings Limited
NATGENI,National General Industries Ltd.
NOL,National Oxygen Ltd.
NPL,National Peroxide Limited
NATPLAS,National Plastic Industries Ltd.
NATPLASTI,National Plastic Technologies Ltd
NATPLY,National Plywood Industries Ltd.
NSDL,National Securities Depository Limited
NATIONSTD,National Standard (India) Limited
NATRAJPR,Natraj Proteins Ltd.
NATHUEC,Natura Hue Chem Ltd.
NATURAL,Natural Biocon (India) Limited
NATCAPSUQ,Natural Capsules Limited
NHL,Naturewings Holidays Limited
NAPL,Naturite Agro Products Limited
NAVA,NAVA LIMITED
NAVIGANT,Navigant Corporate Advisors Limited
NAVINFLUOR,Navin Fluorine International Limited
NAVKARCORP,Navkar Corporation Limited
NAVKARURB,Navkar Urbanstructure Limited
NAVNETEDUL,Navneet Education Limited
NAZARA,Nazara Technologies Limited
NBCC,NBCC (India) Limited
NCCBLUE,NCC Bluewater Products Ltd.
NCC,NCC Limited
NCLIND,NCL Industries Limited
NCLRESE,NCL Research And Financial Services
NDASEC,NDA Securities ltd.
NDLVENTURE,NDL Ventures Limited
NDRAUTO,Ndr Auto Components Limited
NECLIFE,Nectar Lifesciences Limited
NEAGI,Neelamalai Agro Industries Limited
NEELKANTH,NEELKANTH LIMITED
NEELKAN,Neelkanth Rockminerals ltd.
NEERAJ,NEERAJ PAPER MARKETING LIMITED
NEETUYOSHI,Neetu Yoshi Limited
NEIL,Neil Industries Ltd.
NELCAST,Nelcast Limited
NELCO,NELCO Limited
NEOINFRA,Neo Infracon Ltd.
NEOGEN,Neogen Chemicals Limited
NPFL,NEOPOLITAN PIZZA AND FOODS LIMITED
NEPHROPLUS,Nephrocare Health Services Limited
NEPLOG,NEPTUNE LOGITEK LIMITED
NESCO,Nesco Limited
NESTLEIND,Nestle India Limited
NETPIX,Net Pix Shorts Digital Media Limited
NETLINK,Netlink Solutions (India) Ltd.
NETTLINX,Nettlinx Ltd.
NETWEB,Netweb Technologies India Limited
NPST,Network People Services Technologies Limited
NETWORK18,Network18 Media & Investments Limited
NEULANDLAB,Neuland Laboratories Limited
NDTV,New Delhi Television Limited
NEWLIGHT,NEW LIGHT INDUSTRIES LIMITED
NEWMKTAVE,NEW MARKETS AVENUE LIMITED
SWANAGRO,New Swan Multitech Limited
NEWGEN,Newgen Software Technologies Limited
NEWINFRA,Newtime Infrastructure Limited
NEWTRAC,NEWTRAC FOODS & BEVERAGES LIMITED
NEXOME,NEXOME CAPITAL MARKETS LIMITED
NEXTMEDIA,Next Mediaworks Limited
NEXUSSURGL,NEXUS SURGICAL AND MEDICARE LIMITED
NEXXUS,Nexxus Petro Industries Limited
NGLFINE,NGL Fine-Chem Limited
NHCFOODS,NHC FOODS LIMITED
NHPC,NHPC Limited
NIBE,NIBE Limited
NICCOPAR,Nicco Parks And Resorts Ltd.
NIDHGRN,Nidhi Granites Limited
NIHARINF,Nihar Info Global Ltd.
NIITMTS,NIIT Learning Systems Limited
NIITLTD,NIIT Limited
NIKHILAD,Nikhil Adhesives Ltd.
NIKSTECH,Niks Technology Limited
NILAINFRA,Nila Infrastructures Limited
NILASPACES,Nila Spaces Limited
NCML,NILACHAL CARBO METALICKS LIMITED
NILACHAL,Nilachal Refractories Ltd.
NILE,Nile Limited
NILKAMAL,Nilkamal Limited
ZNILKENG,Nilkanth Engineering Ltd.
NIMBSPROJ,Nimbus Projects Limited
NINSYS,NINtec Systems Limited
NIF100BEES,Nippon India Mutual Fund
CPSEETF,Nippon India Mutual Fund
SENSEXBEES,Nippon India Mutual Fund
SNXT50BEES,Nippon India Mutual Fund
08MPD,Nippon India Mutual Fund
08ADR,Nippon India Mutual Fund
08MPR,Nippon India Mutual Fund
08AMD,Nippon India Mutual Fund
08AMR,Nippon India Mutual Fund
08BPB,Nippon India Mutual Fund
08GPG,Nippon India Mutual Fund
08ABB,Nippon India Mutual Fund
08QPD,Nippon India Mutual Fund
08AGG,Nippon India Mutual Fund
08QPR,Nippon India Mutual Fund
08AQD,Nippon India Mutual Fund
08DPD,Nippon India Mutual Fund
08AQR,Nippon India Mutual Fund
08DPR,Nippon India Mutual Fund
08ADD,Nippon India Mutual Fund
11DPR,Nippon India Mutual Fund
11GPG,Nippon India Mutual Fund
11MPD,Nippon India Mutual Fund
11MPR,Nippon India Mutual Fund
11QPD,Nippon India Mutual Fund
11QPR,Nippon India Mutual Fund
11ADD,Nippon India Mutual Fund
11ADR,Nippon India Mutual Fund
11AGG,Nippon India Mutual Fund
11AMD,Nippon India Mutual Fund
11AMR,Nippon India Mutual Fund
11AQD,Nippon India Mutual Fund
11AQR,Nippon India Mutual Fund
11DPD,Nippon India Mutual Fund
INFRABEES,Nippon India Mutual Fund
SNXT30BEES,Nippon India Mutual Fund
MANUFGBEES,Nippon India Mutual Fund
ITBEES,Nippon India Mutual Fund - Permitted
PHARMABEES,Nippon India Mutual Fund - Permitted
MID150BEES,Nippon India Mutual Fund - Permitted
NAM-INDIA,Nippon Life India Asset Management Limited
NIRAJ,Niraj Cement Structurals Limited
NIRAJISPAT,Niraj Ispat Industries Limited
NIRAVCOM,Nirav Commercials Ltd.
NIRLON,Nirlon Limited
NIRMITEE,Nirmitee Robotics India Limited
NISMGMT,NIS MANAGEMENT LIMITED
NISUS,NISUS FINANCE SERVICES CO LIMITED
NITCO,Nitco Limited
NITINCAST,Nitin Castings Limited
NITINSPIN,Nitin Spinners Limited
NITIRAJ,Nitiraj Engineers Limited
NITTAGELA,Nitta Gelatin India Limited
NIVABUPA,Niva Bupa Health Insurance Company Limited
NIVAKA,NIVAKA FASHIONS LIMITED
ZNIVITRD,Nivi Trading Ltd.
NIYOGIN,Niyogin Fintech Limited
NKIND,NK Industries Limited
NLCINDIA,NLC India Limited
NMDC,NMDC Limited
NSLNISP,NMDC Steel Limited
NMSGLOBAL,NMS GLOBAL LIMITED
NOBPOL,NOBLE POLYMERS LIMITED
NOCIL,NOCIL Limited
NOIDATOLL,Noida Toll Bridge Company Limited
NORBTEAEXP,Norben Tea & Exports Limited
NORRIS,Norris Medicines Ltd.
NECCLTD,North Eastern Carrying Corporation Limited
NORTHARC,Northern Arc Capital Limited
NSL,Northern Spirits Limited
NORTHLINK,Northlink Fiscal And Capital Services Ltd.
NOUVEAU,Nouveau Global Ventures Limited
NOVAAGRI,Nova Agritech Limited
NOVIS,Nova Iron & Steel Ltd.
NOVARTIND,Novartis India Limited
NOVATEOR,Novateor Research Laboratories Limited
NOVELIX,NOVELIX PHARMACEUTICALS LIMITED
NOVUS,Novus Loyalty Limited
NPRFIN,NPR Finance Ltd.
NRBBEARING,NRB Bearing Limited
NIBL,NRB Industrial Bearings Limited
NSBBPO,NSB BPO Solutions Limited
NTCIND,NTC INDUSTRIES LIMITED
NTPCGREEN,NTPC Green Energy Limited
NTPC,NTPC Limited
NUCLEUS,Nucleus Software Exports Limited
NUKLEUS,NUKLEUS OFFICE SOLUTIONS LIMITED
NRL,Nupur Recyclers Limited
NURECA,Nureca Limited
NWIL,NURTURE WELL INDUSTRIES LIMITED
NUTECGLOB,Nutech Global Ltd.
NUVAMA,Nuvama Wealth Management Limited
NUVOCO,Nuvoco Vistas Corporation Limited
NYSSACORP,Nyssa Corporation Limited
OPCHAINS,O. P. Chains Limited
OASISEC,Oasis Securities Limited
OBEROIRLTY,Oberoi Realty Limited
OONE,ObjectOne Information Systems Ltd
OCCLLTD,OCCL Limited
OCEANIC,Oceanic Foods Limited
OCTAL,Octal Credit Capital Ltd.
OCTAVIUSPL,Octavius Plantations Limited
OCTAWARE,Octaware Technologies Limited
ODIGMA,Odigma Consultancy Solutions Limited
ODYCORP,Odyssey Corporation Ltd.
ODYSSEY,Odyssey Technologies Ltd.
ONGC,Oil & Natural Gas Corporation Limited
OILCOUNTUB,Oil Country Tubular Limited
OIL,Oil India Limited
OKPLA,OK Play India Ltd.
OLAELEC,Ola Electric Mobility Limited
OLATECH,Olatech Solutions Limited
OLECTRA,Olectra Greentech Limited
OLYMPTX,Olympia Industries Ltd.
OLPCL,Olympic Cards Limited
OLYOI,Olympic Oil Industries Ltd.
OMFREIGHT,Om Freight Forwarders Limited
OMINFRAL,OM INFRA LIMITED
OML,OM METALLOGIC LIMITED
OMPOWER,Om Power Transmission Limited
OMAXAUTO,Omax Autos Limited
OMAXE,Omaxe Limited
OMEAG,Omega Ag-Seeds (Punjab) ltd.
OMKARPH,Omkar Pharmachem Ltd.
OMNIAX,Omni Axs Software Ltd.
OMNIPOTENT,Omnipotent Industries Limited
OMNI,Omnitech Engineering Limited
OMNITEX,Omnitex Industries (India) Ltd.
PAYTM,One 97 Communications Limited
ONEGLOBAL,ONE GLOBAL SERVICE PROVIDER LIMITED
MOBIKWIK,One Mobikwik Systems Limited
ONEPOINT,One Point One Solutions Limited
ONELIFECAP,Onelife Capital Advisors Limited
KISSHT,OnEMI Technology Solutions Limited
OIVL,ONESOURCE INDUSTRIES AND VENTURES LIMITED
ONESOURCE,Onesource Specialty Pharma Limited
ONIDA,Onida Electronics Limited
ONIXSOLAR,ONIX SOLAR ENERGY LIMITED
ONMOBILE,OnMobile Global Limited
ONTIC,Ontic Finserve Limited
ONWARDTEC,Onward Technologies Limited
OPTIEMUS,Optiemus Infracom Limited
OPTIFIN,Optimus Finance Limited
OFSS,Oracle Financial Services Software Limited
ORBTEXP,Orbit Exports Limited
ORCHASP,Orchasp Limited
ORCHPHARMA,Orchid Pharma Limited
ORGCOAT,Organic Coatings Ltd.
ORGANICREC,ORGANIC RECYCLING SYSTEMS LIMITED
ORICONENT,Oricon Enterprises Limited
ORIENTBELL,Orient Bell Limited
ORIBEVER,Orient Beverages Ltd.
ORIENTCEM,Orient Cement Limited
ORIENTCER,ORIENT CERATECH LIMITED
ORIENTELEC,Orient Electric Limited
GREENPOWER,Orient Green Power Company Limited
ORIENTPPR,Orient Paper & Industries Limited
ORIENTLTD,Orient Press Limited
ORIENTTECH,Orient Technologies Limited
ORIENTTR,Orient Tradelink Ltd.
OAL,Oriental Aromatics Limited
ORIENTHOT,Oriental Hotels Limited
ORIRAIL,ORIENTAL RAIL INFRASTRUCTURE LIMITED
ORIENTALTL,Oriental Trimex Limited
OBCL,Orissa Bengal Carrier Limited
ORKLAINDIA,Orkla India Limited
OROSMITHS,Orosil Smiths India Limited
ORTEL,Ortel Communications Limited
ORTINGLOBE,ORTIN GLOBAL LIMITED
OSEASPR,Oseaspre Consultants Ltd.
OSIAHYPER,Osia Hyper Retail Limited
OSIAJEE,OSIAJEE TEXFAB LIMITED
OSWALAGRO,Oswal Agro Mills Limited
OSWALGREEN,Oswal Greentech Limited
OSWALPUMPS,Oswal Pumps Limited
OTCO,Otco International Ltd
OVAL,OVAL PROJECTS ENGINEERING LIMITED
OVOBELE,Ovobel Foods Ltd.
OXFORDIN,Oxford Industries ltd.
OXYGENTAPH,OXYGENTA PHARMACEUTICAL LIMITED
PNGJL,P N Gadgil Jewellers Limited
PBFL,P. B. Films Limited
PBMPOLY,P.B.M. Polytex Ltd.
PGFOILQ,P.G.Foils Ltd.
PHCAP,P.H. Capital Ltd.
PACEDIGITK,Pace Digitek Limited
PACE,PACE E-COMMERCE VENTURES LIMITED
PACIFICI,Pacific Industries ltd.
PADAMCO,Padam Cotton Yarns Ltd.
PADMALAYAT,Padmalaya Telefilms Ltd.
PADALPO,Padmanabh Alloys & Polymers Ltd.
PADMAIND,Padmanabh Industries Limited
PAGEIND,Page Industries Limited
PAISALO,Paisalo Digital Limited
PAJSON,Pajson Agro India Limited
PAKKA,PAKKA LIMITED
PALASHSECU,Palash Securities Limited
PALCO,Palco Metals Limited
PALMJEWELS,Palm Jewels Limited
PALREDTEC,Palred Technologies Limited
PANELEC,Pan Electronics India Ltd.
PANHR,PAN HR SOLUTION LIMITED
PANINDIAC,Pan India Corporation Ltd
PANABYTE,PANABYTE TECHNOLOGIES LIMITED
PANACEABIO,Panacea Biotec Limited
PANACHE,Panache Digilife Limited
PANAFIC,PANAFIC INDUSTRIALS LTD
PANAMAPET,Panama Petrochem Limited
PANCARBON,Panasonic Carbon India Co.Ltd
PANAENERG,Panasonic Energy India Co. Ltd.
PANCHMAHQ,Panchmahal Steel Ltd.
PANCHSHEEL,Panchsheel Organic Ltd.
PANJON,Panjon Ltd.
PANKAJPO,Pankaj Polymers Ltd.
PANORAMA,PANORAMA STUDIOS INTERNATIONAL LIMITED
PANSARI,Pansari Developers Limited
PANTH,PANTH INFINITY LIMITED
PANIDPR,Panther Industrial Products Ltd.
PANCM,Panyam Cements & Mineral Inds. Ltd.
PAR,Par Drugs And Chemicals Limited
PPARIVAH,PARADEEP PARIVAHAN LIMITED
PARADEEP,Paradeep Phosphates Limited
PARAGMILK,Parag Milk Foods Limited
PARAGONF,Paragon Finance Ltd.
PARACABLES,Paramount Communications Limited
PARMCOS-B,Paramount Cosmetics (India) Ltd
PARAS,Paras Defence and Space Technologies Limited
PARASPETRO,Paras Petrofils Limited
PARKHOSPS,Park Medi World Limited
PARKERAC,Parker Agro Chem Export Ltd.
PARLEIND,PARLE INDUSTRIES LIMITED
PARMAX,Parmax Pharma Limited
PARMESHWAR,PARMESHWAR METAL LIMITED
PARMSILK,PARMESHWARI SILK MILLS LIMITED
PARNAXLAB,Parnax Lab Limited
PARSHVA,Parshva Enterprises Limited
PARSHWANA,Parshwanath Corporation Limited
PARSVNATH,Parsvnath Developers Limited
PARVATI,Parvati Sweetners and Power Ltd.
PASARI,Pasari Spinning Mills Ltd.
PASHUPATI,Pashupati Cotspin Limited
PASUPTAC,Pasupati Acrylon Limited
PASUSPG,Pasupati Spg. & Wvg. Mills Ltd.
PATANJALI,Patanjali Foods Limited
PJL,Patdiam Jewellery Limited
PATELCHEM,PATEL CHEM SPECIALITIES LIMITED
PATELENG,Patel Engineering Limited
PATINTLOG,Patel Integrated Logistics Limited
PATELRMART,Patel Retail Limited
PATELSAI,Patels Airtemp (I) Ltd.
PATIDAR,Patidar Buildcon Limited
PATRON,Patron Exim Limited
PATSPINLTD,Patspin India Ltd.
PML,Paul Merchants Limited
PAUSHAKLTD,Paushak Limited
PAVNAIND,Pavna Industries Limited
POLICYBZR,PB Fintech Limited
PBGLOBAL,PB Global Limited
PBAINFRA,PBA INFRASTRUCTURE LTD.
PCJEWELLER,PC Jeweller Limited
PCBL,PCBL Chemical Limited
PCS,PCS Technology Ltd.
PSPL,PDP Shipping & Projects Limited
PDSL,PDS Limited
PGIL,Pearl Global Industries Limited
PGCRL,Pearl Green Clubs and Resorts Limited
PEARLPOLY,Pearl Polymers Limited
PECOS,PECOS Hotels And Pubs Limited
PCCOSMA,Pee Cee Cosma Sope Ltd.
PEETISEC,Peeti Securities Ltd.
PENINLAND,Peninsula Land Limited
PENIND,Pennar Industries Limited
PNTKYOR,Pentokey Organy (India) Ltd.
OCTAVE,Perfect-Octave Media Projects Ltd
PERFEPA,Perfectpac Limited
PERMAGN,Permanent Magnets Ltd.
PERSISTENT,Persistent Systems Limited
PERVASIVE,Pervasive Commodities Limited
PETPLST,Pet Plastics Ltd.
PETRONET,Petronet LNG Limited
PFIZER,Pfizer Limited
PFLINFOTC,PFL Infotech Ltd.
PGEL,PG Electroplast Limited
PHRMASI,Phaarmasia Limited.
PHARMAID,Pharmaids Pharmaceuticals Ltd.
PHOENXINTL,Phoenix International Ltd.
PHOTOQUP,Photoquip India Ltd.
PWL,Physicswallah Limited
PHYTO,Phyto Chem (India) Ltd.
PIIND,PI Industries Limited
PICCADIL,Piccadily Agro Industries Limited
PICCASUG,Piccadily Sugar  & Allied Ltd.
PICTUREHS,Picturehouse Media Limited
PIDILITIND,Pidilite Industries Limited
PILITA,PIL ITALICA LIFESTYLE LIMITED
PILANIINVS,Pilani Investment and Industries Corporation Limited
PINELABS,Pine Labs Limited
PIONEEREMB,Pioneer Embroideries Limited
PIONRINV,Pioneer Investcorp Limited
PIOTEX,PIOTEX INDUSTRIES LIMITED
PIRAMALFIN,Piramal Finance Limited
PPLPHARMA,Piramal Pharma Limited
PITTIENG,Pitti Engineering Limited
PIXTRANS,Pix Transmissions Limited
